title,link,content_excerpt,gemini_classification,gemini_reason,gemini_confidence
짱쉬운거 패론치,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4588&page=3,아마 플랩에서 제일 쉬운 노래 아닐까...,일반글,해당 없음,0.95
프레임드랍 고쳐진거 맞음?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4587&page=3,흠...,일반글,해당 없음,0.95
다음 들크는 알숲님 안 오시나보네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4586&page=3,이 사람 곡 제일 좋아하는데 PC 리겜에 별로 없어서 아쉬움.....,일반글,해당 없음,0.95
울프스베인은 왜 안올려줘,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4584&page=3,아 오...,일반글,해당 없음,0.95
드뎌 파이어워크 음원이 ㅅㅂㅅㅂㅅㅂ ㅠㅠㅠ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4583&page=3,https://youtu.be/JoreBdC68S0?si=WpIXZC0cfk4HQg_N [PLATiNA :: LAB] Firework (feat. NC.A) by INFX PLATiNA :: LAB「Firework (feat. NC.A)」Original Soundtrack● Composer :: INFX● Arranger :: INFX● Lyrics :: ...,일반글,해당 없음,0.95
라벨 모자 팔면 삼,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4581&page=3,이쁜듯...,일반글,해당 없음,0.95
기갱해서 자랑하러 왔는데 갤이..,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4580&page=3,죽었넹...,일반글,해당 없음,0.95
공식계정에 영상올라옴,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4579&page=3,https://youtu.be/8YKJLGIRwmo?feature=shared 오리지널곡 음원들도 다 올라왔음...,일반글,해당 없음,0.95
분탕은 전부다 kt통피네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4578&page=3,흠...,일반글,해당 없음,0.90
사실 개인적으로 걱정되는 건 의외로 선곡화면임,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4577&page=3,지금 같은 가로형 스크롤은 결국 곡이 많아지면 번거로워지기 마련이라 당장은 괜찮아도 곡이 계속 늘어나면 언젠가 이야기가 나오지 않을까 싶어. 사실 정렬기능에 폴더기능에 온갖기능을 넣어서 200곡이 넘도록 가로 스크롤을 유지하다 결국 세로스크롤로 개편한 게임을 알고있거든. 밀리시타라고.... - dc official App...,일반글,해당 없음,0.95
아이링 조아,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4576&page=3,근데 너무 작아...,일반글,해당 없음,0.85
문제있는건 문제있다고 말하면되지,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4575&page=3,너무 억까하지도 말고 그렇다고 너무 쉴드치지도 말고 그냥 겜 응원할마음있는새끼들은 겜계속하던가 개선사항이나 버그터지면 뭐 갤에다 지랄을하던가 스팀 토론에 글을싸던가 아직 나온지 얼마되지도 않은게임에 너무 큰걸바라고 너무 물고빠는거아님?...,일반글,해당 없음,0.95
4라인 엑사 ㅋㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4574&page=3,이제 플러스 패턴이나 깔짝대면서 즐겜해야지...,일반글,해당 없음,0.95
platinum drive << 물렙인 이유 ㅇㅇ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4573&page=3,내가 그렇게 느끼니까 ㄹㅇㅋㅋ 그냥 같은렙 다른애들이 너무 어려움 ㅅㅂ...,일반글,해당 없음,0.85
키 입력 지연 문제 개선 업데이트,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4572&page=3,안녕하세요. PLATiNA :: LAB 개발팀입니다. 게임 내 일부 이슈를 해결하기 위한 무점검 업데이트가 5월 18일 오후 4시(UTC+9) 에 진행됩니다. 해당 시각 이후 게임을 최신 버전으로 업데이트하시면 정상적으로 플레이하실 수 있습니다. 개선 및 변경 내용 게임 플레이 중 키 입력에 지연 현상이 발생하는 문제를 개선하였습니다. 게임 플레이 중 간헐...,일반글,해당 없음,1.00
이 겜은 씹덕 노래가 많아서 좋네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4571&page=3,앞으로도 일본노래 같은거 많이 들여왔으면 좋겠다...,일반글,해당 없음,0.95
만약 나한테는 버그가 없었다면?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4570&page=3,키씹힘이나 싱크밀림같은 최적화 이슈가 나한테만 안 터지고 그냥 내가 개못하는 거라면?...,일반글,해당 없음,0.95
프사 빨리 바꿀 수 있으면 좋겠음,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4569&page=3,넘 밋밋함......,일반글,해당 없음,0.95
유튭 채널 활성화는 꿈도 못꾸려나,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4568&page=3,"오리곡 중에 좋은 거 꽤 있는데 걍 자켓 딸깍해서 음원이라도 올려다오,,, 코딩이 어쩌고 최적화 버그가 어쩌고 거창한 거 얼엑이라 바라지도 않으니까,,, 피드백 듣고 싶지 않다면 댓글창 막아도 좋으니 좋은 곡 썩히지 말고 보따리 좀 풀어다오 ㅠㅠ...",일반글,해당 없음,0.95
일주일연속 야근으로 피곤에 쩔어버린 밤비쨩이 보고싶구나,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4567&page=3,으흐흐...,일반글,해당 없음,0.90
케이크랑 떡치고 싶다.,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4566&page=3,더 불태워봤자 달라지는거 없으니 1일 1성칭찬이나 하죠?...,일반글,해당 없음,0.95
근데 저 념글이 사실이면 존나 불안하긴해 ㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4565&page=3,대학생 혼자서 개발 다 하고 있다는데 게임 버그터지는거랑 합쳐지니까 불안한건 팩트임 공식에서 소통창구같은걸로 사정이라도 설명하고 소통했으면 많이 나았을텐데 그런거도 없잖아? 갤 지랄나는건 당연한 수순임...,일반글,해당 없음,0.95
platinum drive << 물렙임,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4564&page=3,같은 레벨 다른패턴에 비해 좀 할만함...,일반글,해당 없음,0.95
좀 기다려봐 얼리엑세스잖아,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4563&page=3,3월 26일정식발매후 지금까지 수록곡 7곡만 있는 겜도 있는데...,일반글,해당 없음,0.95
대놓고 분탕치는 씹새들은 머임,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4562&page=3,한 2주전부터 계속 보이는데 괘씸하네...,비방글,1. 직접적 비방/모욕: '씹새'라는 욕설 사용,0.95
플라티나랩갤러리의문제를찾았다,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4561&page=3,심심하다는거임 아이링밤비로로와함께하는옷벗기기미니게임을만들면해결된다는거임...,일반글,해당 없음,0.85
언젠간 디코 만들지 않겠노,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4559&page=3,구체적으로 명시까지 했노...,일반글,해당 없음,0.80
"""고학력""",https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4558&page=3,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
지금까지 한거 올려봄,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4557&page=3,- dc official App...,일반글,해당 없음,0.90
이김에 사양조사나 한번ㄱ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4556&page=3,댓글에 적어봐라 나는 초기때 했던 컴이 i5 6500 1060 32gb 선곡창에서 스터터링말곤 뭐 없었음 근데 슬로우가 유난히 잘났음 4월쯤에 바꾼컴 9600x 4060ti 48gb 선곡창 스터터링 사라짐 120프레임으로 바꾸면서 페스트가 늘음 그래도 타 리듬겜들에 비해 슬로우에 몰려있음 아시오없는 겜들이랑 비교해봐도 유난히 오디오버퍼 조절기능좀...,일반글,해당 없음,0.95
이 겜이 월급 몇백씩 받아가면서 만들었다고?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4555&page=3,게시글 내용 로드 실패: 500 Server Error: Internal Server Error for url: https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4555&page=3...,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
한탕런 치는거 아니지??,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4554&page=3,투자자들한테 우리 이거 가져오면 리겜라는애들 미친다아닙니까!! 투자 ㄱㄱ 나못믿음?? “디맥”만든사람이여~~ 무조권 성공함 투자 ㄱㄱ -- 우리게임에 유명인 ㅈㄴ 참여함!! 김편집!! 서부렘!! 류꺽!! 와샌즈!! 질풍가도!! 디스코드!! 개쩌는 갓겜이지?? 펀딩안하고뭐함 !! 얼엑도 ㅈㄴ 사!! 바바바바바이럴 ㅈㄴ 해! -- 근데 정직원이 없어서 디코도 ...,비방글,"2. 명예훼손: '정직원이 없어서 디코도 못열어 개발도 못해 ???' 와 같은 내용은 개발 능력에 대한 의혹을 제기하며, '정직원 한명도 못봄 존나수상함 진짜 ㅋㅋㅋ' 와 같은 내용은 프로젝트의 신뢰성을 훼손할 수 있는 내용을 담고 있습니다. 3. 악의적 조롱/희화화: '바바바바바이럴 ㅈㄴ 해!' 와 같은 표현은 바이럴 마케팅을 조롱하는 뉘앙스를 풍깁니다.",0.85
갤 오니까 이래저래 소리가 많이 나오네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4553&page=3,플랩아 아프지 말아다오.....,일반글,해당 없음,0.95
오버조이 오버도즈 띵곡이네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4552&page=3,BMS를 그리 열심히 해놓고 제1발광 밖에 안해서 이 띵곡을 몰랐단 말인가 Roop 님의 Colorbar처럼 세련된 곡 좋아하는데 취향 저격인 듯...,일반글,해당 없음,0.95
최적화이슈는 잘 모르겟네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4551&page=4,5년전 노트북으로도 잘돌아가던데 오히려 키씹버그가 사라져서 꽤 할만해짐...,일반글,해당 없음,0.95
욕먹는게 무서워서 소통창구를 안 연다고?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4550&page=4,게임을 잘 만들면 되잖아?...,일반글,해당 없음,0.95
뭔문제터진거임?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4549&page=4,해금 완화되기 전에 샌즈만 찍먹하고 접었는데 난리났네 최적화 망한거임? 1인개발겜이였어?...,일반글,해당 없음,0.95
상업겜인데 비상업리겜보다 최적화안좋은건,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4548&page=4,ㄹㅇ 이유가뭐임? 순수하게궁금함 월에몇백씩받으면서 개발하는애들이 공짜로 무료봉사하는애들한테 밀리면 안되는거아닌가? 진짜모름...,일반글,해당 없음,0.95
오랜만에 패론치 하나,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4547&page=4,성과 올리기가 참 힘든 게임 페타 찍었다...,일반글,해당 없음,0.95
플랩에서만 보이스미터를 못잡아,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4546&page=4,asio4all 쓸 땐 됐는데 보이스미터는 또 안되네 다른 PC리겜에서는 돼가지고 더 답답함...,일반글,해당 없음,0.95
플엑 플랩 부스,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4545&page=4,밥냄새 죽일듯 - dc official App...,일반글,해당 없음,0.85
그냥 돈주고 파는 건데 하자있으면 욕먹는게맞지,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4544&page=4,뭐 개발인력까지 신경써야하나 뭐 브가없고 곡없고 편의성이 불편하고 이런건 얼엑방패 쓸수있어도 리겜인데 렉걸리면 걍 게임성립이안되는거잖아...,일반글,해당 없음,0.95
이래서 에고표현하면 안됨ㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4543&page=4,SNS는 도움이 하나도 안됨 ㅋㅋ 당연이 내가 혼자 일을 이렇게 많이해서 힘들다 표현하면 산 사람들만 존나 불안해지지 레볼이 이런글 못 쓰게 막던가 했어야함 - dc official App...,일반글,해당 없음,0.85
퍼리캐 나올 때까지 숨 참고 있는데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4541&page=4,대체 언제까지 참아야하냐...,일반글,해당 없음,0.95
근데 ㄹㅇ 디맥만큼 체계적인 리겜회사가없네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4540&page=4,진짜 대단하네참.....,일반글,해당 없음,0.95
프로그래머 다 뇌피셜아님?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4539&page=4,오피셜아니면 다 추측이잖아...,일반글,해당 없음,0.95
근데 이정도규모면 프로그래머 쉽게구하지.,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4538&page=4,투자 여러곳에서 받는걸로아는데...,일반글,해당 없음,0.95
결국 근본원인은 개발인력 이탈이 맞다는거네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4536&page=4,얼기방패 들기도 전에 이래버리면 우짜나 머 대학생 한명이 책임지고 다한다고?...,일반글,해당 없음,0.85
욕 먹기 싫어서 디코 안 판게 맞는듯,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4535&page=4,게임 좀 안정화되고 욕 덜 먹을 거 같을 때 디코 팔 거 같다...,일반글,해당 없음,0.95
코딩하는 컨셉의 리겜인데 코딩이 문제네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4534&page=4,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
확실한 건 5월 동안 개선 안 될 것 같음,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4533&page=4,프로그래머가 대학생인데 타의로 혼자 모든 걸 짜고 있음 본인이 짜는 코드에 확신이 없어서 주변인에게 물어보는 중 일주일 전 쯤에 5월 시간 벌었다는 트윗 쓴 걸 보아 이 사람도 레볼에게 최면 걸려서 잡혀 있는 게 틀림 없음 - dc official App...,일반글,해당 없음,0.85
씹힘은 사라진거 같은데 레이트 폭발하네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4532&page=4,패치전엔 오디오딜레이보정 -10 정도 놨는데 지금은 +30 놔야 패슬이 맞춰짐...,일반글,해당 없음,0.95
렉 키씹은 모르겠는데 어느 샌가부터 레이트가 존나남..,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4531&page=4,건든 설정이 없는데 얼엑 첫주에 패슬 비율 반반으로 그냥 님못그였는데 요즘 패슬 비율보면 1:9가 대다수라 ㅅㅂ뭐지??? 하면서 막 만져봐도 뭔가 더 불편해지기만해서 못하겠음..... 아시오 버퍼사이즈 512되는것도 그렇고..........,일반글,해당 없음,0.95
지금 떡밥 요약하자면,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4530&page=4,"키씹,프레임 드랍 버그 때문에 겜을 제대로 못함 > 소통 떡밥 나오기 시작함 > 겜이괜 떡밥으로 번짐. 결국 버그 하나 2주넘게 못 고쳐서 갤이 이렇게 난리가 난거라고 보면 되는거임?...",일반글,해당 없음,0.95
정출때 사면됩니까?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4528&page=4,?...,일반글,해당 없음,0.95
개발자 바이브코딩 하는듯,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4527&page=4,그게 아니고서야 이렇게 버그가 심할수가 없다 - dc official App...,일반글,해당 없음,0.80
소문듣고왔는데 버그가 며칠 전에 갑자기 터진거임?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4526&page=4,오래전부터 갤 읽어보다가 얼마 전부터 갑자기 버그 얘기 소통부재 얘기로 뒤덮이네...,일반글,해당 없음,0.95
여기 왜 초상집임,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4525&page=4,한번 해볼까 싶어서 왔는데 분위기 와이럼.....,일반글,해당 없음,0.95
디코 안만드는건 이유가 넘 뻔하잖아...,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4524&page=4,문의 존나 들어올거고 씹을순없으니 다 답변 해줘야되고 cs해줘야댐 근데 그거랑별개로 욕 박히면 멘탈나가기때문에 안여는거임 사실 욕먹는거 무서워서 안여는게 클듯?...,일반글,해당 없음,0.95
오 업뎃하고 키씹힘 사라짐,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4523&page=4,판정 밀리는 거도 정상화됐는지 패스트가 더 많이 뜨네 도움이 될까 해서 일단 내가 쓰는 그래픽 옵션 올려봄 최대 프레임 480fps 제한 최대 렌더 프레임 1개 (아래 옵션으로 무효화됨) 저지연 모드 : 울트라 (최대 렌더 프레임 0개로 고정) 수직동기화 해제 모니터 주사율은 120Hz 씀 이건 엔비디아 프로필 인스펙터로 본 상세옵션...,일반글,해당 없음,0.95
투온이 정출시점까지 게임이 제대로 안됐음?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4522&page=4,여기서 다들 그렇게 얘기하는데 뭐가 진짜임 그럼 투온은 1년 1개월동안 게임이 동작을 제대로 안했다는거임 ㅈㅉ로?...,일반글,해당 없음,0.95
타겜하다 플랩하면 레이트존나나네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4521&page=4,게임자체 레이턴시가 좀 있나봄 타겜은 딜레이보정 +-0ms로 놓고하는데 플랩은 30까지 올려야 겨우 비슷하게나오노...,일반글,해당 없음,0.95
디코 진짜로 파면 현 상황 빨리 나아질거라고 생각함?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4520&page=4,"비꼬는 거 아님, 얼마나 개선 될 지 진짜 궁금해서...",일반글,해당 없음,0.95
애초에 개발자가 걍 대학생인것같던데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4519&page=4,큐왈 개발자는 조용하고 대학생 혼자 개발하는것같던데 투자좀해라 제발 겜아까움 ㄹㅇ - dc official App...,일반글,해당 없음,0.85
아 ㅅㅂ 버그 더생겼네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4518&page=4,키 입력 씹히는거 더심해짐 이제 잠깐 씹히는것도 아니고 아예 입력안뎀 - dc official App...,일반글,해당 없음,0.95
플랩 디코가 왜 없는지 모르면 야하지,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4517&page=4,레볼씨가 디코로 개지랄당한게 한두번이 아닐건데 ㅋㅋ...,비방글,1. '개지랄'이라는 표현은 특정 대상을 불쾌하게 만들 수 있는 직접적인 모욕에 해당될 수 있습니다.,0.75
414 후속곡 떴다,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4515&page=4,https://youtu.be/keqf1-9fzdc?si=UhhYcsQVYqF5e2W3 515 PER VELOCE / Sound Souler 515 PER VELOCE - 2025. 05. 15414 PER SPEED - 2021.04. 14 ( https://youtu.be/7c6cikfE1L8 )曲 / Sound Souler絵 / seomin ( htt...,일반글,해당 없음,0.95
아직 얼기방패쓸수있긴함,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4513&page=4,개월수지나면 .. 모르겟는데 난 아직 초기라서 얼기방패는 유효하다고봄...,일반글,해당 없음,0.95
마우스 움직이면 입력 안되는 버그 수정,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4511&page=4,"https://x.com/PLATiNALAB/status/1922902583263494247 PLATiNA :: LAB님(@PLATiNALAB) ? 5/14 업데이트 후속 패치 배포 안내5월 14일(수) 업데이트 직후 확인된 일부 이슈에 대해 추가적인 수정 및 개선 작업을 진행하였습니다.이에 따라 아래 내용을 포함한 후속 업데이트가 배포되었으며, 게임을 최...",일반글,해당 없음,1.00
밑에 식스타 언급한놈은 ㄹㅇ 겜안분인데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4510&page=4,스타트레일 얼엑 3년동안 저지랄로 ip확장함 + 그와중에 스위치판 개발한거 때문에 pc판 거의 유기해놓아서 사람 다 떠난거구만 작년에 정출한것도 그 해 안에 무조건 출시하겠다는 약속때문에 연말에 어거지로 겨우겨우 출시한거지 그마저도 추가한 컨텐츠는 스위치판 스토리모드 이식 말곤 별거 없음 스타라이크 인력이 많니 뭐니 하면서 비교는 왜하는건지도 모르겠고 물론...,일반글,해당 없음,0.95
디렉터 근황,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4509&page=4,방송중 - dc official App...,일반글,해당 없음,0.95
사양 좋아도 문제 많음?? 5070ti 노트북인데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4508&page=4,최근에 알게되서 할인때까지 존버중인데 민심이 안좋네...,일반글,해당 없음,0.95
ㄹㅇ 실망인데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4507&page=4,언제적 디맥투온 초창기시절 드립임 스팀건반겜 없을때 쌩으로 꼴박하던시절이랑 지금이랑 같나...,일반글,해당 없음,0.90
투온디맥 초창기에 비교하면 선녀인편 아닌가,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4506&page=4,난 프레임드랍없어서 잘 몰루겟음...,일반글,해당 없음,0.95
라나랩 할인때 살만함?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4505&page=4,출시할때 할인률 10퍼던데 다음에 할때도 10퍼겠지? - dc official App...,일반글,해당 없음,0.95
진지하게 식스타 꼴 나겠노,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4504&page=4,거기도 갈엎 시도하다 실망만 잔뜩 안겨줬던걸로 기억하는데...,일반글,해당 없음,0.85
키입력 재설계 게임 최적화 사운드 재설계,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4503&page=4,완성 안 된 채로 내놓고 그냥 다 갈아엎겠다 아님? - dc official App...,일반글,해당 없음,0.85
패치한거 맞음?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4502&page=4,별차이 없이 버그 심한데? 오히려 없던 버그 생김(바탕화면 나갔다 오면 아예 키입력 안들어가는 버그)...,일반글,해당 없음,0.95
플랩 공식 소통창구가 없는 이유,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4501&page=4,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
이번달 안에 버그들 개선되려나,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4500&page=4,https://platinalab.net/news/1f2b29a5-67fd-807d-ba80-e25f9cee3877 현재 확인된 이슈 및 개선 계획 안내 (2025-05-14) - News - PLATiNA :: LAB 현재 확인된 이슈 및 개선 계획 안내 (2025-05-14) - News - PLATiNA :: LAB platinalab.net 좀 괜찮...,일반글,해당 없음,0.95
"푸펙,,?",https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4499&page=4,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
오늘 내 벽을 부셨다,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4498&page=4,그거슨 바로 2.pianollas 동렙에서 나머지다 99퍼이상(moer baeutiful more painful제외)인데 이곡만 진짜 뭘해도 인식난으로 97퍼에서 해메던거 오늘 99.5퍼까지 뚫었음 ㄹㅇ 쾌감 지린다 이맛에 리겜하는구나 근데 이곡 동렙기준 불렙맞나요?? 아님 내가 이곡에만 약한건가.....,일반글,해당 없음,0.95
4만5천달성,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4497&page=4,사놓고 올만에 다시하는데 키가왜이리 씹히지...,비방글,"1. 직접적 비방/모욕: '씹히지'라는 표현이 불만을 드러내는 속어이지만, 맥락상 게임 조작감에 대한 불만을 표현하는 것으로 해석될 수 있습니다. 하지만 해당 표현이 누군가를 직접적으로 모욕하는 것은 아니지만, 불쾌감을 유발할 수 있는 저속한 표현에 해당한다고 판단했습니다.",0.65
무점검패치한데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4496&page=4,지금말나오는버그들 고치나봄 떡상가자...,일반글,해당 없음,0.95
7시에 버그패치 업뎃함.,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4495&page=5,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
db들 따먹고싶다,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4494&page=5,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
515 PER VELOCE - 15일 공개예정,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4493&page=5,https://youtu.be/keqf1-9fzdc?si=J37-23GNDV3jF3iH 414 Per SPEED 후속작...,일반글,해당 없음,0.95
민심 테스트,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4492&page=5,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
도대체 먼짓을 햇길래 프레임드랍이 점점 심해짐?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4491&page=5,이거 해결전까지 다시 본진이나 돌아가야지...,일반글,해당 없음,0.95
난이도 27하고 28,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4490&page=5,두개 사이 난이도 차이가 좀 큰거같은데 그냥 내 실력이 저기 걸쳐서 그런가?...,일반글,해당 없음,0.95
아시오 이거 인지는 하고 있을려나,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4489&page=5,512 고정 설정 되는거 에반데...,일반글,해당 없음,0.95
레이블도 LD 등신대 만들어줘,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4488&page=5,혹시??? 아직도 만들지 않으셨나요??? 아직 기회가 있다!!! 다음주 플엑(5/22)까지 로로 레이블 에나 LD 등신대을 만들어서 전시해줘...,일반글,해당 없음,0.95
프레임드랍 대체 언제고쳐줌,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4487&page=5,5월초 업뎃하고 프레임드랍땜에 겜을 할수가 없ㄱ어 대체언제고쳐주는건데...,일반글,해당 없음,0.95
이거 나만 어려움?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4486&page=5,25 아닌거같애...,일반글,해당 없음,0.95
시작은 한참전에 그렸는데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4485&page=5,완성은 안 할 것 같아서 그냥 올려봐여 라베루...,일반글,해당 없음,0.95
패론치 계산기 시트,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4484&page=5,시트링크: https://docs.google.com/spreadsheets/d/1a8YharaEiZp9cfLPDpCDsM_ODAbahXn74HwVIhvxl1c/edit?usp=sharing MAX 아니면 보너스를 몇점을 먹은건지 퍼펙 몇개였는지 알수가 없고 스샷 찾아보기 귀찮아서 만듦 레벨이랑 얻은패치 쓰면 보너스 몇점인지 확인가능하고 패턴의 노트수 쓰면...,일반글,해당 없음,0.95
나는 릿슈쵸코를 지배할수있다,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4483&page=5,근데 정작 패론치는 릿슈 없는 곡만 함...,일반글,해당 없음,0.90
스텔라 히치하이커 탭 바꼈구나,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4482&page=5,첨에 엔터테인 탭 이길래 음원 찾아볼랬더니 아예 없어서 뭐지 싶었는데 언제부턴가 오리지널로 바꼈네...,일반글,해당 없음,0.95
오늘의스타플라티나랩,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4481&page=5,패론치 두개 24렙은 패론치 보너스를 100점이나 주네...,일반글,해당 없음,0.95
414 Per Speed 후속작 오나?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4480&page=5,414 저 노래가 제목값 하려고 정확히 4월 14일에 출시했는데 이대로면 후속작 515 Per Speed 나올 거 같아보이네...,일반글,해당 없음,0.95
크악 롱잡,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4479&page=5,롱잡너무싫어 왜 저게 long이 아니라 stair인건데...,일반글,해당 없음,0.85
은근 이겜 불통 심한것같음,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4478&page=5,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
