title,link,content_excerpt,gemini_classification,gemini_reason,gemini_confidence
서울에서 계엄했는데 반반ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438418&page=2,ㅅㅂ ㅋㅋ찢재명 수준ㅋㅋ 내년 서울시장선거 오세훈 당선확정이네 - dc official App......,분석 최종 실패,최대 재시도 도달,0.00
틀니의힘은 이 계기로 정신차려야지ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438417&page=2,무슨 자신감으로 20대 30대 남자들 전부 김문수 찍어줄거라고 생각하고 있었던거임? 연금개혁 같은 걸로 옭아멜땐 언제고 ㅋㅋㅋㅋㅋ 갑툭튀한 놈을 누가 찍냐 이재명이 워낙 비호라 반사이익으로 그나마 이정도 나온것도 선방이지ㅅㅂ......,욕설 사용,직접적인 욕설 포함됨,0.95
대한민국 역사상 가장 많은 표를 받은 이재명,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438416&page=2,1730만표 유력 - dc official App......,일반글,직접적인 욕설 없음,1.00
4찍한 이대녀들은 대체 뭔 대가리로 찍은지 궁금하다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438415&page=2,진짜로......,일반글,직접적인 욕설 없음,1.00
이대남 특) 투표 좃박아놓고,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438414&page=2,어차피 안 됐음 ㅋㅋ 이지랄......,욕설 사용,직접적인 욕설 포함됨,0.95
3사언론 <----이새끼들 토악질 나오는게 출구조사 주작함ㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438413&page=2,"찢 50퍼 못넘는거 이미 알고 있었고 김문수 40퍼 넘는거 이미 알고 있었는데 51, 39 로 둘다 앞자리 은근슬쩍 바꿔서 차이 많이 나게보이려고 좆주작시전함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ......",욕설 사용,직접적인 욕설 포함됨,0.95
아니 지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438412&page=2,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
윤석열은 문재앙이 임명한 검찰총장,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438411&page=2,박근혜 지옥 보내고 보수도 지옥보냈다......,일반글,직접적인 욕설 없음,1.00
이재명 대통령 솔직히 기대되면 개추,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438410&page=2,은근히 설레면 개추......,일반글,직접적인 욕설 없음,1.00
10% 차이는 날줄 알았는데 8% 차이라,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438409&page=2,김문수 존나 선전했네......,욕설 사용,직접적인 욕설 포함됨,0.95
당당한 대통령 이재명 1번,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438408&page=2,서민의 대통령 이재명 1번......,일반글,직접적인 욕설 없음,1.00
이준석 욕하는거 ㄹㅇ 이해 안되네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438407&page=2,이새끼 없었음 토론 개씹노잼이엇음 순수재미를 위해서 앞으로 계속 나와야댐......,욕설 사용,직접적인 욕설 포함됨,0.95
이준석이 ㅈ된건 모르겠고 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438406&page=3,틀구이들 화병나서 흙이랑 단일화 하는건 개꼬심 ㅋㅋㅋㅋ 누가 계엄한 닭대가리 믿으래 ? ㅋㅋㅋㅋㅋ 다 이기고 왔다 ㅇㅈㄹ ㅋㅋㅋ......,욕설 사용,'ㅈ'은 '좆'의 은어적 표현으로 직접적인 욕설에 해당됨,0.95
단일화가 아니라 국힘이 이준석한테 흡수되야된다고 븅ㅡ신들아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438405&page=3,2찍 노답들아 단일화를 무슨 이준석이 김문수네 국힘쪽에 대주는게 아니고 반대로 해야 이긴다는 말인데 2찍새끼들 지들쪽으로 이해하고 이준석욕하네 나경원같은 멍청이들있는 집단아니랄까봐......,욕설 사용,"직접적인 욕설 포함됨 ('븅ㅡ신', '새끼' 등)",0.95
4찍은 걍 이재명 되라고 찍어준거잖아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438404&page=3,표분산되서 국힘 ㅈ되라고 찍어준애들이 4찍임 ㅇㅇ 이재명되는거 각오하고......,욕설 사용,직접적인 욕설 포함됨,0.95
결과론적이지만,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438403&page=3,그새끼가 계엄만 안 했어도 적어도 수십년은 민주당이 정권 탈환하는 일 없었을듯 진심 석열이 민주당 스파이 맞제 - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
기호 8번 송진호 3만5천표 ㅊㅋㅊㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438402&page=3,내용 없음...,일반글,직접적인 욕설 없음,1.00
너네 업소갈거임?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438401&page=3,내용 없음...,일반글,직접적인 욕설 없음,1.00
근데 ㄹㅇ 이재명 저렇게 논란이 많은사람인데도 당선되는거보면,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438399&page=3,민주당이 말같지도 않은짓 다 해도 찍어줄듯 난 더이상 이나라에 희망을 포기햇다......,일반글,직접적인 욕설 없음,1.00
선방하긴했지만…결과는 진거자나 ㅠ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438398&page=3,ㅠㅠ......,일반글,직접적인 욕설 없음,1.00
25만원 언제 뿌린대?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438397&page=3,이렇게 된 이상 즐기는 거야......,일반글,직접적인 욕설 없음,1.00
개호재) 우리나라 GDP 2위로 상승 ㅅㅅㅅ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438396&page=3,대재명 ㅅㅅㅅ 대재인 ㅅㅅㅅ 대진핑 ㅅㅅㅅ......,일반글,직접적인 욕설 없음,1.00
도요타 렉서스 어뜩하노 ㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438395&page=3,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 애들 더 신나서 다떄려부수겠노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
우파 유튜버들 걍 초비상임 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438394&page=3,일단 가세연 김세의는 무조건 구속이고......,일반글,직접적인 욕설 없음,1.00
이준석 긴급 기자회견 뜸,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438393&page=3,게시글 내용 로드 실패: 404 Client Error: Not Found for url: https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438393&page=3......,일반글,"게시글 내용을 확인할 수 없어 직접적인 욕설 포함 여부를 판단할 수 없으나, 제목만으로는 욕설이 포함되었다고 보기 어려움",0.80
야갤도 다뒤졌네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438392&page=3,씹노잼집단됐노......,욕설 사용,직접적인 욕설 포함됨,0.95
이준석 그래도 283만표나 얻음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438391&page=3,그 중에 나도 있곸ㅋㅋㅋ 이준석은 이제 시작이다 만 40세 딱 선거권 되자마자 이정도 했으면 난 칭찬해주고 싶다 ㅇㅇ......,일반글,직접적인 욕설 없음,1.00
보수 <--- 개준석 한가발 간철수 이런애들이 이끌어야 되는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438390&page=3,현실은 권성동 윤상현 나경원임ㅋㅋㅋㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,0.99
2찍=친윤 내란당원으로 모는건 억울하네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438389&page=3,왜 윤핵관 계속 품고 갈거임 쌍권 욕병전략 계속 방관할거임 병신들 기존보수들 두고 뭐하는짓인지 당해체나 당해라 - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
출구조사 병신같네 도대체 1프로 이상차이나네 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438388&page=3,ㅄ......,욕설 사용,직접적인 욕설 포함됨,1.00
문빠들은 어떻게 될까 궁금하네 ㅎㅎ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438387&page=3,- dc official App......,일반글,직접적인 욕설 없음,1.00
짤녀 누구임?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438386&page=3,게시글 내용 로드 실패: 404 Client Error: Not Found for url: https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438386&page=3......,일반글,"게시글 내용을 로드할 수 없어 직접적인 욕설 포함 여부를 판단할 수 없으나, 제목만으로는 직접적인 욕설이 포함되지 않음",0.95
4찍탓까진 용인할수 있는데 이대남탓은 줘패고싶네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438385&page=3,보수후보 75%가까이 표주고 국힘한테도 36%나 줬는데 60대 70대 제외하고 국힘지지율 제일 높은게 이대남인데 고마워하지는 못할망정 이대남때문에 졌다 ㅋㅋㅋ 이대남들 틀구이 ㅈ같아서 다신 2찍 지지안해줄듯ㅋ - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
4찍은 이재명 됐다고 한탄할 자격 없는거 아님?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438384&page=3,사표만든건 지들이면서 둘다싫다고 사표만드는게 정상임?......,일반글,직접적인 욕설 없음,1.00
아니 지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438383&page=3,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
좆같아도 열심히 살면됨,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438382&page=3,"김대중, 노무현, 문재인때도 쌓인 똥들이 많아 불편하긴했지만 어찌저찌 살아졌음 주어지는 환경에 열심히 살자 ㅜ......",욕설 사용,직접적인 욕설 포함됨,0.99
이준석은 민주당가면 다음에 대통령가능함,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438381&page=3,노무현의 정신적 후계자+이대남표+잔라도표=대통령 - dc official App......,분석 최종 실패,최대 재시도 도달,0.00
카리나 2000년생이면 올해로 26살인데 20대 내년되면 20대후반이다.,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438380&page=3,아이돌 나이치곤 노괴임. 부정할수있냐?>......,욕설 사용,직접적인 욕설 포함됨,0.95
이대남버리고 이대녀코인 탈수있음 꼭 타라,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438379&page=3,꼭 이대녀들이 민주당 버리고 니들 뽑게 만들어봐라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
4찍은 근데 필수불가결아니냐,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438378&page=3,국힘새끼들어쩌피 2030 버릴건데 4찍하고 미드오픈하는게맞음 상식적으로 내란하고도 이기면 2030은 걍 이제 끝임......,욕설 사용,'새끼'라는 직접적인 욕설 포함됨,0.95
재매이햄 기대되는거 1개.real,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438377&page=3,의새 씹새끼들 조지는거 ㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
이나라 4050은 아직 본인이 청춘이라 생각함,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438376&page=3,본인들이 아직 청년이고 청춘이고 기득권에 대항하는 고결한 시민으로 생각함. 지들이 만든 문화때문에 출산율 운지하고 청년실업 만든건 모름 심지어 본인들 20대 때는 투표도 안했었음ㅋㅋ 그냥 민주당 지지하면 선이고 그게 옳다고 생각해서 지지하는거임 - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
아 후보만 김문수가 아니었다면 계엄만 안했으면,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438375&page=3,아 진짜 좆같다 ㅆㅂ......,욕설 사용,"직접적인 욕설 포함됨 ('좆같다', 'ㅆㅂ' 사용)",1.00
계엄 안했으면 이재명 이미 깜빵갓음 ㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438374&page=3,틀구이들 이재명 막겠다고 윤석열 뽑을 때부터 알아봤다 근혜공주님 깜빵 보낸 새기 뽑고 싶드나 ㅋ 그놈의 문재인은 막아야지 이재명은 막아야지 막긴 뭘막아 니들이 재앙인건 모르고 병신들......,욕설 사용,직접적인 욕설 포함됨: '병신' 사용,0.95
아니 지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438373&page=3,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
살자 한다는 글 올라옴.....jpg,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438372&page=3,내용 없음...,일반글,내용 없음,1.00
이새끼들이랑 한배를 탔다는게,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438371&page=3,ㄹㅇ 코미디다 무효표보다 못한 8%......,욕설 사용,직접적인 욕설 포함됨,0.95
틀딱세끼들 ㅈㄴ양심이없는게,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438370&page=3,필요할때만 이대남타령하고 처발리면 이대남욕하고 이대남이 씨발 니들같은 저능아세끼마냥 그냥 국힘이면 다뽑아주냐 븅신들아 그냥 양심이없는듯 - dc official App......,욕설 사용,"직접적인 욕설 포함됨 ('세끼', '씨발', '븅신' 등)",0.99
80년대생 개불쌍함 90들은 청년특혜라도 받았겠지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438369&page=3,80년대생은 암것도 없었고 IMF때는 학창시절때라 사춘기때 집안 다 분위기 안좋았고 그놈의 4년제 대학교 타령 이건 아직도 그렇지만 ㅋㅋ 중고등학교 내내 선생님들한테 쳐맞고 그게 당연했던 세대 군대에서도 폭력 당연했던 세대 까라면 까가 당연 ㅇㅇ 위로는 꼰대들 아래로는 이삼대남들 그런데 엠지랑 같은세대라고 대충 묶여서 까임......,일반글,직접적인 욕설 없음,1.00
근데 계엄빔 쳐맞고도 보수 40퍼 넘게 나온거면...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438367&page=3,선방한거 아니노?......,일반글,직접적인 욕설 없음,1.00
지금 좆된건 우리 모두임 병신들아 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438366&page=3,ㅋㅋㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,1.00
상납견들 제일웃긴게 토론도르)  토론  다쳐발랐다!,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438365&page=3,8%다 개털린놈이 50% ㅋㅋㅋㅋㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
이재명 티비토론에서 너무 이준석한테 쳐발려서 5%는 깎인듯,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438363&page=3,진짜 병신같더라......,욕설 사용,직접적인 욕설 포함됨,0.95
이준석표가 보수표만 있는게아니고 진보표도 좀 빨아서,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438362&page=3,김문수랑 단일화하면 오히려 더 발림 단일화 할 시 이준석 찍을 진보들은 무조건 찢재명 찍으니까 걍 찢 좋은일 해주는거 애초에 틀쪽에서 후보를 잘 뽑아서 내든 정책연구를 더 열심히하든 본인체급으로 싸워야지 틀딱한테 선동당하는 능능아 좆대남이랑 틀구이들 좀 닥쳐 무식한년들아......,욕설 사용,직접적인 욕설 포함됨,0.95
??? : 이대남 씨발 새끼들 앞으론 국물도 없다 씹새끼들,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438361&page=3,(지금까지 단 한번도 챙겨주지 않으며)......,분석 최종 실패,최대 재시도 도달,0.00
상납이 상계동에서 택시운전하면되겠네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438360&page=3,제명되면......,일반글,직접적인 욕설 없음,1.00
김문수+이준석 해봐야 이재명하고 1%p밖에 안되노,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438359&page=3,이준석 사퇴했으면 재매이햄 ㄹㅇ 50% 득표했겠다 ㄷㄷㄷ 오히려 이준석이 과반저지한거네......,일반글,직접적인 욕설 없음,1.00
아니 지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438358&page=3,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
국짐<<<<<,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438357&page=3,상대 정당에서 내란일으키고 이미지 박살나도 엄대엄 으로 이길만큼 이미지 박살난 이재명 못이김ㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
23살이면 다시 일어날 수 있을까요? 늦지 않았을까요?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438356&page=3,"어릴때부터 부모님 없이 고아원, 절, 교회, 노숙 등을 오가며 중고등학교 시절 늘 쳐맞고 괴롭힘을 당하는 등 불우하게 지냈고 고등학교 졸업 이후 돈을 벌기 위해공사판에서 일하다가 낙상사고로 전치 32주의 심한 부상을 입고 장애등급을 판정받기 직전의 상태까지 갔습니다 2달 간은 혼수 상태였고 제 보호자 개념으로 반장님이 와주셨고 1년이 지나고서 퇴원하고 1달...",일반글,직접적인 욕설 없음,1.00
출구조사대로 50퍼 못넘긴거 이거 의외로 의미가 큼ㅋㅋㅋ과반 넘기면 분명,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438355&page=3,이거 상징성이 커서 국민 과반의 선택 어저고 하면서 온갖거 다 할건뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 물론 지금도 입법부에다 행정부도 먹은 총통각하이긴 하다만ㅋㅋㅋㅋㅋㅋ사법부도 굴복시킬거고 ㅋㅋㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
4랑 결혼하고싶어,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438354&page=3,미혼이시던데 ㅎㅎ - dc official App......,일반글,직접적인 욕설 없음,1.00
"이재명 - 김문수 270만표차, 이준석 283만표",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438352&page=4,나라 구한 大준석......,일반글,직접적인 욕설 없음,1.00
해위요,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438351&page=4,조은새벽 ㅋ - dc official App......,일반글,직접적인 욕설 없음,1.00
유니클로<<어뜩함 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438350&page=4,ㅋㅋㅇㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
2찍 병신들 주제를 모름 이대녀 표를 니들이 어케잡는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438349&page=4,할수있으면 해봐 병신들아ㅋㅋㅋㅋㅋㅋ 직전에 윤석렬 뽑힌뒤에도 아무것도 안해준새끼들이ㅋㅋㅋㅋㅋㅋ 민주당은 당장 직장부터 대학까지 싹다 여성우대로 칠을 하고있는데 니들이 걔들만큼 해줄거긴하고?......,욕설 사용,직접적인 욕설 포함됨,0.99
재매이햄 49.2% ㄷㄷ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438348&page=4,과반하는거 아님? ㄷㄷ......,일반글,직접적인 욕설 없음,1.00
보수 <세대포위론만 하면 30년집권임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438347&page=4,지들끼리 싸워서 말아먹는거지......,일반글,직접적인 욕설 없음,1.00
탄핵 2번당한당이 왜 아직 해산안하는지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438346&page=4,180석 190석 개병신 틀딱새끼들......,욕설 사용,"직접적인 욕설 포함됨 ('개병신', '새끼' 사용)",0.99
이재명 탄핵 가능??,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438345&page=4,가능??......,일반글,직접적인 욕설 없음,1.00
느그 이대남 씹새끼들은 느그가 제일 잘났는데ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438344&page=4,왜 항상 느그 맘대로 안된다고 징징징징 눈물짜고 콧물짜고 개지랄 염병이란 염병은 다 떠는거냐? 느그들이 그렇게 잘났으면 느그들이 스스로 성공해야 될 것 아니냐? 왜 허구헌날 윗세대 탓을 하냐? 회사가 좆같다? 그럼 느그들이 창업해라ㅋㅋㅋ 정치가 좆같다? 느그들이 미는 준석이 8퍼다ㅋㅋ 결혼을 못하겠다? 뭐 어쩌란거냐 이 씹새들아ㅋㅋ 느그들이 개좆빙신이라 짝...,욕설 사용,"직접적인 욕설('씹새끼', '개지랄', '좆같다', '씹새들아', '개좆빙신') 포함됨",0.99
카리나 = 노괴임.,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438343&page=4,솔직히 아이돌 나이로 이제 카리나 나이정도되면 꺽일때임 앞으로 3년 더할거 지금 그냥 관두겟다고 선언한꼴임. 이젠 하츠투하츠다.~!!......,일반글,직접적인 욕설 없음,1.00
통장에 1억8천있는데 25만원을 누구 코에 붙여 씨발아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438342&page=4,25만원 10일 숨쉬면 이자로 붙어 ㅆㅃ......,욕설 사용,직접적인 욕설 포함됨,0.99
이재명 찍었는데 재판진행 찬성하는애들은 양심이 있는걸까?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438341&page=4,멍청한걸까? 재판진행하면 최단기간으로 탄핵당한 대통령인데 - dc official App......,일반글,직접적인 욕설 없음,1.00
이대남 집중할바에 4050에나 집중해,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438340&page=4,이 시발새끼들 안족치면 앞으로 빨간색 볼일 없음 1. 정년증가 ㅡ 청년실업 회사에서 일 안하고 돈만 존나 받아감 2. 연금 고갈 ㅡ 청년 연금 없음 퇴직하고도 민폐덩어리 3. 집값 상승 최고 혜택 수도권 1주택이상 가지고 있음 또 뭐있지 그저 경제성장 혜택은 다 누리고 현 청년한테 민폐덩어리 그자체인 새끼들 앞으로도 기득권 차지하려고 찢 뽑는 새끼들 지금 ...,욕설 사용,'시발새끼' 등 직접적인 욕설 포함됨,0.99
대구 투표율 80퍼 넘는거 보고 보수결집 엄청나네 생각했음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438339&page=4,내란을 일으키고 병신같은 문수가 후보로 나와도 그쪽당은 무조건 40은 나오는듯......,욕설 사용,직접적인 욕설 포함됨,0.95
걍 나라망하고말지 틀문수는 안찍어요,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438338&page=4,어차피 망할나라 쫌더빨리망하는거지 뭔상관......,일반글,직접적인 욕설 없음,1.00
[ 오피셜 ] 진짜 통구이,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438337&page=4,나이 4050 먹고 진보외치는 파란색통구이들 ㅋㅋㅋㅋㅋ 틀딱들 얼른 정년채우고 나가뒤지라고 아 ㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
속보 ) 야수니 어때,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438336&page=4,- dc official App......,일반글,직접적인 욕설 없음,1.00
4찍 개병신새끼들 ㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438335&page=4,내용 없음...,욕설 사용,직접적인 욕설 포함됨,1.00
저 내일 어떻게 함? 아빠한테 준찍했다고 말했는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438334&page=4,엄마아빠 둘다 문찍임....... 좆됐다 ㅅㅂ......,욕설 사용,"직접적인 욕설 포함됨 ('좆됐다', 'ㅅㅂ' 사용)",0.99
지금 등산준비하는 2찍들은 개추,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438333&page=4,2찍들 무장봉기 달리진 않겠지......,일반글,직접적인 욕설 없음,0.95
단일화 했어도 못 이겼네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438332&page=4,단일화하면서 8퍼센트 중에 1퍼센트만 새거나 투표 안 해도 밀리네 흙일화나 해라 이기야......,일반글,직접적인 욕설 없음,0.95
아니 지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438331&page=4,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
이재명 이 병신은 이 호재에도 과반을 못넘네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438330&page=4,병신새끼 ㅋㅋㅋ 내란당 하나 확실히 제끼지도 못하고.. 에라이 씨발......,욕설 사용,"직접적인 욕설 포함됨 ('병신', '개새끼', '씨발' 등)",1.00
근데 ㄹㅇ 개쿨하게 단일화해서,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438329&page=4,초반부터 같이 선거운동했으면 이길수도있었던거임??......,일반글,직접적인 욕설 없음,0.95
경상도>>그냥 민족의 적이노ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438328&page=4,예전 신라때도 통수쳐서 통일하고 임진왜란때도 전라도는 끝까지 싸웠는데 경상도 이새기들은 바로 일본군한테 털리고 지금은 대한민국의 민주주의를 가로막는 ㄹㅇ 민족의 적이노ㅋㅋ - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
2찍 틀딱=꼰대 vs 1찍 틀딱=꼰대+선민사상,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438327&page=4,ㅇㅇ......,일반글,직접적인 욕설 없음,1.00
그랴도 김문수 선방했네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438326&page=4,40퍼 넘겼네......,일반글,직접적인 욕설 없음,1.00
