title,link,content_excerpt
윤석열이 여가부만 폐지했어도 2대남 몰표였음ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439785&page=4,본문 내용을 찾을 수 없습니다.
윤두창 진실,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439784&page=4,본문 내용을 찾을 수 없습니다.
이대남들 이제 피의 보복 각오해야지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439783&page=4,본문 내용을 찾을 수 없습니다.
다필요없고 비트코인은 어케되는거냐,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439782&page=4,본문 내용을 찾을 수 없습니다.
문재인 ~ 윤석열은 그냥 아무것도 안했잖아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439781&page=4,본문 내용을 찾을 수 없습니다.
틀구이들은 라도랑 다를게 뭐임?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439780&page=4,본문 내용을 찾을 수 없습니다.
전라도는 계엄대선인데 오히려 몰표안나온거아님?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439779&page=4,본문 내용을 찾을 수 없습니다.
보수는 왜 지 고집 못 꺾는 병신들이 많냐?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439778&page=4,본문 내용을 찾을 수 없습니다.
리박댓글부대 아직도 알바풀고있음?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439777&page=4,본문 내용을 찾을 수 없습니다.
근데 이대남들 애비가 5대남이잖아?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439776&page=4,본문 내용을 찾을 수 없습니다.
개표 막판에 이재명 이준석 표만 일정 비율로 나오네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439775&page=4,본문 내용을 찾을 수 없습니다.
kt 십새끼들 빨갱이들한테 정보 넘기나,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439774&page=4,본문 내용을 찾을 수 없습니다.
그냥 4찍남들만 병신인증한건데 정신승리 개오지노,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439773&page=4,본문 내용을 찾을 수 없습니다.
문크예거 ㅈㄴ 만든대 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439772&page=4,본문 내용을 찾을 수 없습니다.
4050이 대한민국 핵심세대인건 팩트잖아ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439771&page=4,본문 내용을 찾을 수 없습니다.
이삼대녀들도 보수지지세 35~40은 되네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439770&page=4,본문 내용을 찾을 수 없습니다.
민주당은 다음 대선에 누구 나옴,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439768&page=4,본문 내용을 찾을 수 없습니다.
나라망했내 새벽다신시!!!,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439767&page=4,본문 내용을 찾을 수 없습니다.
솔직히 산업화세대 민주화세대가 이나라 만들었는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439766&page=4,본문 내용을 찾을 수 없습니다.
문재앙이 잘못한 두가지 정책,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439765&page=4,본문 내용을 찾을 수 없습니다.
이대남 한줌단이라면서,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439763&page=4,본문 내용을 찾을 수 없습니다.
계엄탄핵해줘도 순수 비호감력으로 50프로 못가져가시네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439762&page=4,본문 내용을 찾을 수 없습니다.
이준석이 이대남 뭘 챙겨줄수있다는거임?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439760&page=4,본문 내용을 찾을 수 없습니다.
이재명 53 김문수 33 이준석 13 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439759&page=4,본문 내용을 찾을 수 없습니다.
재메이햄 근데 일은 ㅈㄴ열심히 할 feel..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439758&page=4,본문 내용을 찾을 수 없습니다.
이준석 지지율 세부,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439757&page=4,본문 내용을 찾을 수 없습니다.
김정은 동지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439756&page=4,본문 내용을 찾을 수 없습니다.
우리나라는 사람 보고 뽑는 선거가 아니라 당보고 뽑는 선거,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439755&page=4,본문 내용을 찾을 수 없습니다.
국힘 부활 조건,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439754&page=4,본문 내용을 찾을 수 없습니다.
25만원 배급견 << ㄹㅇ 이해안되는 이유,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439753&page=4,본문 내용을 찾을 수 없습니다.
시발새끼들아 원래 4050되면 나라살리는 주측되는게 맞다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439752&page=4,본문 내용을 찾을 수 없습니다.
윤통이 오히려 이대남들 갈라치기 씹창내놓음.,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439751&page=4,본문 내용을 찾을 수 없습니다.
부동산 존나 오르겠노 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439750&page=4,본문 내용을 찾을 수 없습니다.
"지금 4,50대가 뇌가 무를때 부터 제대로 세뇌교육 받은 나잇대임",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439749&page=4,본문 내용을 찾을 수 없습니다.
이재명 53 김문수 33 이준석 13 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439748&page=4,본문 내용을 찾을 수 없습니다.
솔직히 이재명 53%는 나올줄 알았음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439747&page=4,본문 내용을 찾을 수 없습니다.
팩트정리해준다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439746&page=4,본문 내용을 찾을 수 없습니다.
피해망상으로 갈라치기 당했다고 몇년을 징징대고 있는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439745&page=4,본문 내용을 찾을 수 없습니다.
이재명 53 김문수 33 이준석 13 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439744&page=4,본문 내용을 찾을 수 없습니다.
개두창 탄핵당해서 다행임 솔직히,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439743&page=4,본문 내용을 찾을 수 없습니다.
이번 대선으로 깨달은 점,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439741&page=4,본문 내용을 찾을 수 없습니다.
우리 이대남들은 어짜피 일안하니까 별 상관없움 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439740&page=4,본문 내용을 찾을 수 없습니다.
이대남은 지금부터 민주당만 까면 되서 너무 좋은데?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439742&page=4,본문 내용을 찾을 수 없습니다.
이준석이 진짜 개좆됐지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439739&page=4,본문 내용을 찾을 수 없습니다.
2번들은 부동산이라도있지 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439737&page=4,본문 내용을 찾을 수 없습니다.
4찍한이유 뭐 별거있나,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439736&page=4,본문 내용을 찾을 수 없습니다.
줜나 웃긴이야기,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439735&page=4,본문 내용을 찾을 수 없습니다.
말을 똑바로해라 이준석때문에 이재명이 과반을 못한거임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439734&page=4,본문 내용을 찾을 수 없습니다.
전기세만 조빠지게 오르겠네 ㅋㅋ 탈원전 드가자 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439733&page=5,본문 내용을 찾을 수 없습니다.
우리나라 부양하는 40대 욕하는 백수 펨대남 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439732&page=5,본문 내용을 찾을 수 없습니다.
이재명 대통령에게 진심으로 바라는거,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439731&page=5,본문 내용을 찾을 수 없습니다.
이재명 55 김문수 33 이준석 15 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439730&page=5,본문 내용을 찾을 수 없습니다.
학벌좋은 존잘 이대남은 괜찮은데 도태 이대남은 병신임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439729&page=5,본문 내용을 찾을 수 없습니다.
4번찍은건 조리돌림당할게아님,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439728&page=5,본문 내용을 찾을 수 없습니다.
개소리 그만쳐씨부리고야식이나쳐먹어,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439727&page=5,본문 내용을 찾을 수 없습니다.
근데 4050은 ㄹㅇ 무슨일이 있었던거임???,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439725&page=5,본문 내용을 찾을 수 없습니다.
오늘부터 나라망했다며 호들갑떠는 년들 =높은확률로 1찍,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439724&page=5,본문 내용을 찾을 수 없습니다.
유일하게 여조보다 실제 득표율이 적은 병신새끼,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439723&page=5,본문 내용을 찾을 수 없습니다.
이재명 55 김문수 33 이준석 15 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439722&page=5,본문 내용을 찾을 수 없습니다.
결국 쌍도에서 또 대통령나오는구나,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439721&page=5,본문 내용을 찾을 수 없습니다.
연금 더 박살나겠노ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439720&page=5,본문 내용을 찾을 수 없습니다.
아니 그래서,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439719&page=5,본문 내용을 찾을 수 없습니다.
난 이재명이 좋다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439718&page=5,본문 내용을 찾을 수 없습니다.
대한민국 중국에게 드디어 따 먹히다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439717&page=5,본문 내용을 찾을 수 없습니다.
이대남들은 룸빵듀오 왜욕함?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439716&page=5,본문 내용을 찾을 수 없습니다.
우리나라에서 제일 돈 잘버는 세대가 4050 아님?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439715&page=5,본문 내용을 찾을 수 없습니다.
이재명대통령된김에 이준석<—지자존심이먼저인 사리분별안되는돼지새끼 드,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439714&page=5,본문 내용을 찾을 수 없습니다.
이민을 가던지 살자 하던지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439713&page=5,본문 내용을 찾을 수 없습니다.
틀딱들은 연금받고 4050은 부동산에 주식 떡상,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439712&page=5,본문 내용을 찾을 수 없습니다.
홍준표 다 늙어서 징징대는 인간,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439711&page=5,본문 내용을 찾을 수 없습니다.
40대 < 이새끼들은 호황기에 태어나서 대가리가 비었음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439710&page=5,본문 내용을 찾을 수 없습니다.
이대남 특징,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439709&page=5,본문 내용을 찾을 수 없습니다.
범죄자 대통령 좋아요,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439708&page=5,본문 내용을 찾을 수 없습니다.
팩트는 이제 앞으로 20년은 민주당 세상임 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439707&page=5,본문 내용을 찾을 수 없습니다.
대출이라도 존나 땡겨서 서울 집 사냐,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439706&page=5,본문 내용을 찾을 수 없습니다.
문재인때 2030 남성들 민주당 지지율...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439704&page=5,본문 내용을 찾을 수 없습니다.
이민 그런건 걍 원래 홧김에 그러는거고. 사실 이민가는건 도망가는건데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439703&page=5,본문 내용을 찾을 수 없습니다.
아직도 틀딱새끼들 민심 못읽고 과반 타령하냐 시발,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439702&page=5,본문 내용을 찾을 수 없습니다.
(보수 시나리오) 전광훈이 광화문 광장으로 틀구이 총동원령 소집,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439700&page=5,본문 내용을 찾을 수 없습니다.
재명이가 꼭 해야 할 일 ㄹㅇ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439701&page=5,본문 내용을 찾을 수 없습니다.
뭔 복지를 줄이냐 최대한 즐기게하고,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439699&page=5,본문 내용을 찾을 수 없습니다.
문재앙 시즌2 입갤 ㄹㅇ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439698&page=5,본문 내용을 찾을 수 없습니다.
오히려 김문수 41퍼 나온거로 내란견이 뒤지게 쳐맞아야 정상인데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439697&page=5,본문 내용을 찾을 수 없습니다.
애초에 단일화한다고 이준석표 김문수로 안 감ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439695&page=5,본문 내용을 찾을 수 없습니다.
상납이 빠는 이대남이 무슨 이민이냐 ㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439694&page=5,본문 내용을 찾을 수 없습니다.
이대남은 반드시 후회한다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439693&page=5,본문 내용을 찾을 수 없습니다.
디시에서 4050 비율이 과반인 갤러리가 있다던데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439692&page=5,본문 내용을 찾을 수 없습니다.
틀딱 = 옛날에 일 존나했던 만큼 복지 누리고 사는중..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439691&page=5,본문 내용을 찾을 수 없습니다.
선거 졌는데 국힘 패널 싱글벙글 ㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439690&page=5,본문 내용을 찾을 수 없습니다.
솔직히 이대남 보다 중국이 낫다고 생각한다 ㅇㅇ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439689&page=5,본문 내용을 찾을 수 없습니다.
문재앙 시즌2 입갤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439688&page=5,본문 내용을 찾을 수 없습니다.
홍준표는 너무 아쉽네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439687&page=5,본문 내용을 찾을 수 없습니다.
나라 먹여살리는 건 4050세대인데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439685&page=5,본문 내용을 찾을 수 없습니다.
ㄹㅇ4050 뒤질때까지 민주당 계속 집권할듯ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439683&page=5,본문 내용을 찾을 수 없습니다.
이대남은 꼬우면 이민가면돼,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439682&page=5,본문 내용을 찾을 수 없습니다.
이번에 민주당이 페미코인 상폐시켜도 이대녀 60퍼 먹었노 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439681&page=5,본문 내용을 찾을 수 없습니다.
내각제 안해준다고 팽 안한다 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439680&page=5,본문 내용을 찾을 수 없습니다.
이재명 당선이유,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439679&page=5,본문 내용을 찾을 수 없습니다.
이재명 당선이유,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439679&page=6,본문 내용을 찾을 수 없습니다.
아직도 내란당 지지하는 애들은 살자로 생 마감하던가 이민을 가던가 해야지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439678&page=6,본문 내용을 찾을 수 없습니다.
장깨 씨발 나라 먹겠노 ㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439677&page=6,본문 내용을 찾을 수 없습니다.
결국 야갤 펨대남들 후회할듯 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439676&page=6,본문 내용을 찾을 수 없습니다.
이재명 만세,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439675&page=6,본문 내용을 찾을 수 없습니다.
병신들아 틀딱은 타걱없다니깐,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439674&page=6,본문 내용을 찾을 수 없습니다.
아 시발 짤 존나 놀랬네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439673&page=6,본문 내용을 찾을 수 없습니다.
역대 최악의 대통령,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439672&page=6,본문 내용을 찾을 수 없습니다.
이재명 만세,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439671&page=6,본문 내용을 찾을 수 없습니다.
틀구이 = 세금은 안내면서 복지만 빨아먹음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439670&page=6,본문 내용을 찾을 수 없습니다.
똑같이 해주면됨,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439669&page=6,본문 내용을 찾을 수 없습니다.
계몽령 윤어게인 ㅇㅈㄹ 할때부터 정 다 떨어짐 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439668&page=6,본문 내용을 찾을 수 없습니다.
어차피 이대남은 되든말든 이준석임 ㅇㅇ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439667&page=6,본문 내용을 찾을 수 없습니다.
지금 틀튜브들은 오히려 좋아함,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439666&page=6,본문 내용을 찾을 수 없습니다.
이민갈 능력도 없으면서 뭔 탈조선타령 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439665&page=6,본문 내용을 찾을 수 없습니다.
과반 못넘은 이재명 = 사실상 국민의 힘 후보,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439664&page=6,본문 내용을 찾을 수 없습니다.
"이대남들이 ""이준석""을 지지한 이유?",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439662&page=6,본문 내용을 찾을 수 없습니다.
이대남에게 어울리는 곳,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439661&page=6,본문 내용을 찾을 수 없습니다.
40처먹은 새기들 역겨우면 개추 ㄱㄱ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439660&page=6,본문 내용을 찾을 수 없습니다.
이준석한테 단일화를 바랄게 아니라 니들이 기어들어와야지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439659&page=6,본문 내용을 찾을 수 없습니다.
윤두창 십ㅅㄲ 때문에 경제 개박살 난 거 생각하면,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439658&page=6,본문 내용을 찾을 수 없습니다.
4050 < 이대녀보다 지능이 낮을줄은 몰랐네 ㅅㅂ ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439657&page=6,본문 내용을 찾을 수 없습니다.
국힘이 투표만 안했어도 두번이나 레카 윤카 파면 없제,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439656&page=6,본문 내용을 찾을 수 없습니다.
나 1찍인데 이준석이 단일화만 했어도 민주당 졌을거 같다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439655&page=6,본문 내용을 찾을 수 없습니다.
김문수 다음 대선땐 가능성 있음?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439654&page=6,본문 내용을 찾을 수 없습니다.
그래도 정치잘하는새끼가 대통령되니까,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439653&page=6,본문 내용을 찾을 수 없습니다.
30 이상 쳐먹고 야갤 하는게 병신 아닌가..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439652&page=6,본문 내용을 찾을 수 없습니다.
원래 국찜은 망해도 싸다..자당 대통령 탄핵 1등 공신임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439650&page=6,본문 내용을 찾을 수 없습니다.
계몽령<-- 이딴 소리 한 새끼들은 싹다 감옥 보내는게 맞으면 개추,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439649&page=6,본문 내용을 찾을 수 없습니다.
근데 준스기가 뭐했다고 몰표넣는거임?이대남들은?ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439648&page=6,본문 내용을 찾을 수 없습니다.
과반 못넘은 이재명이면 페미들이 이민가셔야할거같은데요,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439647&page=6,본문 내용을 찾을 수 없습니다.
그래도 선전했네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439645&page=6,본문 내용을 찾을 수 없습니다.
대선 졌잖아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439644&page=6,본문 내용을 찾을 수 없습니다.
요도세자저하 6월 결혼식에 카리나 축하공연 온다드만,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439643&page=6,본문 내용을 찾을 수 없습니다.
폴리마켓 이재명 근황,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439642&page=6,본문 내용을 찾을 수 없습니다.
4찍 2찍 즈그들끼리 싸우느라 정신이없네 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439641&page=6,본문 내용을 찾을 수 없습니다.
팩트체크) 이준석이 단일화를 안해줘서 국힘이 졌다?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439640&page=6,본문 내용을 찾을 수 없습니다.
까놓고 20대 성별따라서 저렇게 차이나는거?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439639&page=6,본문 내용을 찾을 수 없습니다.
ㅋㅋ이대남들아 공부해서 이민가자ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439638&page=6,본문 내용을 찾을 수 없습니다.
동서로 분리하자 강원도 경상도는 한국/서쪽은 이재명국,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439637&page=6,본문 내용을 찾을 수 없습니다.
이준석 ㄹㅇ 끝난거임?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439636&page=6,본문 내용을 찾을 수 없습니다.
이재명 과반 못 먹는 거 확정,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439635&page=6,본문 내용을 찾을 수 없습니다.
윤두창이 진짜 어마어마한 새끼였네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439634&page=6,본문 내용을 찾을 수 없습니다.
이대남 = 이새끼들이 세금 걱정 하는게 제일 어이 없음..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439633&page=6,본문 내용을 찾을 수 없습니다.
이대남 마인드 .jpg,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439631&page=6,본문 내용을 찾을 수 없습니다.
내가 오늘 가장 놀란게,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439629&page=6,본문 내용을 찾을 수 없습니다.
틀구이 분노의 전한길 뉴스 시청 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439628&page=6,본문 내용을 찾을 수 없습니다.
4050 다 뒤질때까지는 쭉 민주당 세상이노 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439627&page=6,본문 내용을 찾을 수 없습니다.
페미들아 cia 제보하면 이준석 제외 재투표 간다네 ㅇㅇ..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439626&page=6,본문 내용을 찾을 수 없습니다.
"이재명은 ""수도 이전"" 어떻게 생각하냐?",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439624&page=6,본문 내용을 찾을 수 없습니다.
"이재명은 ""수도 이전"" 어떻게 생각하냐?",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439624&page=7,본문 내용을 찾을 수 없습니다.
